status_id,retweet_count,favorite_count
667405339315146752,203,431
667393430834667520,51,178
667369227918143488,151,336
667211855547486208,220,445
667200525029539841,238,569
667192066997374976,88,350
667188689915760640,355,672
667182792070062081,5543,13088
667177989038297088,50,175
667176164155375616,414,553
667174963120574464,71,226
667171260800061440,74,200
667165590075940865,1023,2468
667160273090932737,55,232
667152164079423490,15239,43815
667138269671505920,1970,4178
667119796878725120,118,303
667090893657276420,112,303
667073648344346624,106,368
667070482143944705,13,75
667065535570550784,40,153
667062181243039745,47,201
667044094246576128,44,172
667012601033924608,197,413
666996132027977728,80,222
666983947667116034,880,2329
666837028449972224,494,738
666835007768551424,71,190
666826780179869698,81,233
666817836334096384,227,465
666804364988780544,82,212
666786068205871104,433,683
666781792255496192,173,348
666776908487630848,152,316
666739327293083650,60,214
666701168228331520,194,388
666691418707132416,44,168
666649482315059201,563,1017
666644823164719104,73,215
666454714377183233,191,464
666447344410484738,18,94
666437273139982337,42,110
666435652385423360,45,146
666430724426358785,172,287
666428276349472768,70,147
666421158376562688,95,289
666418789513326592,39,110
666411507551481857,283,390
666407126856765440,31,98
666396247373291520,72,151
666373753744588802,75,167
666362758909284353,494,685
666353288456101888,63,190
666345417576210432,128,263
666337882303524864,80,174
666293911632134144,305,447
666287406224695296,57,131
666273097616637952,69,156
666268910803644416,32,92
666104133288665088,5718,13104
666102155909144576,11,69
666099513787052032,56,139
666094000022159362,65,152
666082916733198337,41,100
666073100786774016,140,279
666071193221509120,52,134
666063827256086533,187,427
666058600524156928,49,103
666057090499244032,117,262
666055525042405380,209,393
666051853826850816,739,1080
666050758794694657,51,119
666049248165822465,38,93
666044226329800704,122,258
666033412701032449,39,106
666029285002620928,41,117
666020888022790149,443,2338
